,appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price
1612,0.001,1,0,210,94,97,0,0,0.0
1613,0.001,1,0,40,1162,91,15,28,10.99
1614,0.001,1,0,0,8834,2486,778,1135,38.99
1615,0.001,1,0,59,148,65,440,440,5.59
1616,0.001,1,0,0,1065,259,3793,5675,16.99
1617,0.001,1,0,27,498,56,329,411,7.19
1618,0.001,1,0,24,785,180,0,0,11.99
1619,0.001,1,0,17,319,178,200,204,1.99
1620,0.001,1,0,0,22,16,0,0,14.99
1621,0.001,1,0,29,549,382,58,58,5.99
1622,0.001,1,0,0,115,141,0,0,6.99
1623,0.001,1,0,14,284,136,267,444,9.99
1624,0.001,1,0,0,648,101,507,507,16.99
1625,0.001,1,0,20,66,13,0,0,9.99
1626,0.001,1,0,0,44,29,0,0,14.99
1627,0.001,1,0,22,5434,718,126,139,1.99
1628,0.001,1,0,109,1719,373,297,297,11.39
1629,0.001,1,0,6,228,93,0,0,6.99
1630,0.001,1,0,141,3948,753,471,581,22.99
1631,0.001,1,0,33,1600,83,494,494,10.99
1632,0.001,1,0,0,5918,377,120,150,19.49
1633,0.001,1,0,41,114,207,0,0,0.0
1634,0.001,1,16,187,226541,20268,5845,394,0.0
1635,0.001,1,0,32,123,136,0,0,10.99
1636,0.001,1,0,64,1447,333,583,875,10.99
1637,0.001,1,0,0,8,14,0,0,3.99
1638,0.001,1,0,17,1700,179,96,112,16.99
1639,0.001,1,16,16,760,767,184,184,6.99
1640,0.001,1,0,0,256,192,62,62,4.49
1641,0.001,1,0,10,63,27,217,217,6.99
1642,0.001,1,0,15,814,236,99,101,6.99
1643,0.001,1,0,0,771,584,19,28,7.49
1644,0.001,1,0,10,5699,242,129,184,11.99
1645,0.001,1,0,0,1506,310,0,0,18.99
1646,0.001,1,0,10,278,178,252,252,10.99
1647,0.001,1,0,50,1474,572,0,0,17.99
1648,0.001,1,18,452,32548,12038,1846,277,14.99
1649,0.001,1,0,13,123,237,339,339,3.99
1650,0.001,1,0,42,2268,417,709,1175,7.99
1651,0.001,1,0,0,3772,973,315,426,3.99
1652,0.001,1,0,56,1365,679,272,273,14.99
1653,0.001,1,18,257,60917,8354,2967,957,19.99
1654,0.001,1,0,10,11893,3651,90,129,10.99
1655,0.001,1,0,14,1403,525,346,346,11.99
1656,0.001,1,18,27,2319,502,137,180,1.49
1657,0.001,1,0,45,5312,1063,271,271,11.39
1658,0.001,1,0,81,4280,2786,259,233,24.99
1659,0.001,1,0,0,2915,571,6516,9562,8.59
1660,0.001,1,0,13,333,338,2,2,15.99
1661,0.001,1,0,20,377,61,0,0,7.99
1662,0.001,1,0,12,57,95,0,0,11.99
1663,0.001,1,18,92,18716,1426,319,227,29.99
1664,0.001,1,0,12,3180,302,260,347,6.99
1665,0.001,1,0,32,761,143,196,196,6.99
1666,0.001,1,0,16,63,169,0,0,11.39
1667,0.001,1,0,11,1131,392,0,0,3.99
1668,0.001,1,0,0,9282,1257,249,201,12.49
1669,0.001,1,16,48,8658,1647,282,343,19.99
1670,0.001,1,0,30,111,22,4,4,6.99
1671,0.001,1,0,0,413,70,217,217,4.99
1672,0.001,1,0,0,94,11,0,0,1.59
1673,0.001,1,0,18,31687,2286,1472,717,23.79
1674,0.001,1,0,29,4437,906,237,283,6.99
1675,0.001,1,0,10,103,52,82,82,0.0
1676,0.001,1,0,13,1167,234,102,102,6.99
1677,0.001,1,0,31,3989,279,887,1307,19.49
1678,0.001,1,0,123,11387,2462,266,258,6.99
1679,0.001,1,0,28,2182,284,203,298,3.99
1680,0.001,1,0,14,1730,556,533,486,18.99
1681,0.001,1,0,0,9512,1171,1756,2026,22.99
1682,0.001,1,16,57,5899,449,392,342,9.99
1683,0.001,1,16,47,3827,953,706,908,19.99
1684,0.001,1,18,49,36222,3811,1030,699,15.99
1685,0.001,1,0,16,459,82,168,168,4.99
1686,0.001,1,0,0,2627,695,77,112,3.99
1687,0.001,1,0,41,1320,99,101,173,26.99
1688,0.001,1,0,15,244,136,66,66,1.99
1689,0.001,1,0,0,2341,1051,0,0,0.0
1690,0.001,1,0,0,67,16,10,10,6.99
1691,0.001,1,0,0,29,59,0,0,6.99
1692,0.001,1,0,39,2158,361,117,126,8.99
1693,0.001,1,0,54,553,341,63,122,7.19
1694,0.001,1,0,45,8618,2720,232,282,23.39
1695,0.001,1,0,0,8676,1132,278,240,10.99
1696,0.001,1,0,54,8209,882,1360,2404,14.99
1697,0.001,1,0,12,184,88,0,0,0.0
1698,0.001,1,0,6,856,154,128,128,6.99
1699,0.001,1,0,31,327,92,258,258,10.99
1700,0.001,1,0,20,982,317,218,262,3.99
1701,0.001,1,0,14,139,106,83,83,3.99
1702,0.001,1,0,30,2127,401,324,418,11.99
1703,0.001,1,0,27,1271,169,121,143,3.99
1704,0.001,1,0,22,923,66,232,232,3.99
1705,0.001,1,0,0,1954,1378,28,33,0.0
1706,0.001,1,0,134,673,213,739,739,6.99
1707,0.001,1,0,75,2714,1890,221,221,7.19
1708,0.001,1,0,0,617,577,19,19,0.0
1709,0.001,1,18,60,13722,1157,863,870,19.99
1710,0.001,1,0,15,120,34,0,0,7.19
1711,0.001,1,16,108,13905,3560,1200,608,22.99
1712,0.001,1,0,0,10016,1982,669,820,16.99
1713,0.001,1,0,0,520,174,1364,2708,6.99
1714,0.001,1,0,0,199,38,0,0,3.99
1715,0.001,1,0,13,327,103,36,37,3.99
1716,0.001,1,0,14,3785,882,507,507,10.99
1717,0.001,1,0,20,506,99,0,0,6.99
1718,0.001,1,0,0,326,34,0,0,18.99
1719,0.001,1,0,30,371,9,1107,1107,6.99
1720,0.001,1,0,10,16,14,0,0,8.99
1721,0.001,1,0,30,15064,625,370,247,11.99
1722,0.001,1,0,18,10766,3802,523,217,0.0
1723,0.001,1,0,30,243,177,84,84,22.99
1724,0.001,1,0,52,2604,1126,326,292,26.99
1725,0.001,1,0,21,22,5,0,0,1.99
1726,0.001,1,0,28,4556,2946,112,159,6.95
1727,0.001,1,0,46,83852,22166,4200,297,0.0
1728,0.001,1,16,38,30008,3799,2377,3041,29.99
1729,0.001,1,0,12,5988,291,67,73,7.99
1730,0.001,1,0,12,120,80,0,0,14.99
1731,0.001,1,0,20,18,12,9,9,7.99
1732,0.001,1,0,0,2136,3378,80,89,3.99
1733,0.001,1,0,31,2734,1085,1433,1433,14.99
1734,0.001,1,0,65,511,121,87,115,11.49
1735,0.001,1,0,134,145,486,5,5,6.99
1736,0.001,1,0,295,40346,8254,8138,4572,34.99
1737,0.001,1,0,18,503,8,0,0,6.99
1738,0.001,1,0,0,19,22,0,0,7.19
1739,0.001,1,0,0,4755,1511,796,54,0.0
1740,0.001,1,0,13,188,69,0,0,18.99
1741,0.001,1,0,60,887,201,0,0,17.99
1742,0.001,1,0,39,159,76,34,34,14.99
1743,0.001,1,0,41,168,139,1,1,10.99
1744,0.001,1,0,0,253,57,315,342,1.69
1745,0.001,1,0,20,3198,523,240,313,11.99
1746,0.001,1,0,19,2416,298,157,186,3.99
1747,0.001,1,0,77,349,26,75,75,6.99
1748,0.001,1,0,59,2829,562,335,335,18.99
1749,0.001,1,0,16,3847,1729,545,765,7.19
1750,0.001,1,0,50,1199,447,272,272,10.99
1751,0.001,1,0,33,22158,1162,353,352,15.49
1752,0.001,1,0,0,210,140,2380,2380,4.99
1753,0.001,1,0,15,56,22,0,0,16.99
1754,0.001,1,0,39,9750,1131,164,188,18.74
1755,0.001,1,16,59,13044,1233,947,875,12.99
1756,0.001,1,16,0,198,20,37,37,6.99
1757,0.001,1,0,77,12737,3297,321,331,22.99
1758,0.001,1,0,0,4227,274,256,404,6.99
1759,0.001,1,0,24,996,1647,0,0,10.99
1760,0.001,1,0,300,2175,812,6,6,0.0
1761,0.001,1,0,14,45966,1953,751,166,15.49
1762,0.001,1,0,47,4873,1382,198,166,10.99
1763,0.001,1,0,36,9087,3585,366,374,6.99
1764,0.001,1,0,30,47342,1290,774,289,10.99
1765,0.001,1,0,44,367,33,0,0,5.59
1766,0.001,1,0,99,192,65,0,0,6.99
1767,0.001,1,0,0,1571,780,274,274,20.99
1768,0.001,1,0,26,62,354,0,0,10.99
1769,0.001,1,0,80,126,164,68,95,3.99
1770,0.001,1,0,220,672,226,249,285,6.99
1771,0.001,1,0,0,356,299,178,178,14.99
1772,0.001,1,0,120,71593,6117,5263,492,0.0
1773,0.001,1,0,13,25587,1103,674,214,6.99
1774,0.001,1,0,38,5092,566,288,279,6.99
1775,0.001,1,0,6,337,21,0,0,11.99
1776,0.001,1,12,18,1029,250,138,138,10.99
1777,0.001,1,18,68,78192,6176,2033,1299,24.99
1778,0.001,1,16,37,10486,4326,276,192,19.99
1779,0.001,1,0,7,4336,2143,100,123,14.99
1780,0.001,1,16,56,2390,479,732,732,24.99
1781,0.001,1,0,53,1194,217,63,76,6.99
1782,0.001,1,0,11,452,72,0,0,7.19
1783,0.001,1,0,25,126,33,0,0,29.99
1784,0.001,1,0,32,1635,120,132,171,3.99
1785,0.001,1,0,35,27373,1436,807,492,6.99
1786,0.001,1,0,12,1405,526,1264,1264,14.99
1787,0.001,1,0,0,2987,1609,2218,1617,0.0
1788,0.001,1,0,13,80,8,0,0,6.99
1789,0.001,1,0,8,46,9,0,0,6.99
1790,0.001,1,0,10,468,50,316,316,14.99
1791,0.001,1,0,46,409,166,0,0,6.99
1792,0.001,1,0,37,137,86,201,201,6.99
1793,0.001,1,0,3,10964,2913,169,208,5.79
1794,0.001,1,18,46,6221,1309,564,624,23.79
1795,0.001,1,0,32,425,33,637,637,6.99
1796,0.001,1,0,0,148,139,0,0,24.99
1797,0.001,1,0,22,959,92,102,150,7.19
1798,0.001,1,0,25,1988,169,464,464,19.99
1799,0.001,1,0,11,62,8,444,444,5.79
1800,0.001,1,0,15,940,69,266,378,7.19
1801,0.001,1,0,46,1104,129,950,1522,6.99
1802,0.001,1,0,0,9479,4636,657,725,25.99
1803,0.001,1,0,29,13854,936,769,644,10.99
1804,0.001,1,18,0,330,164,0,0,6.99
1805,0.001,1,0,81,607,636,103,178,10.99
1806,0.001,1,16,57,120,40,0,0,6.99
1807,0.001,1,0,50,1324,163,239,249,16.99
1808,0.001,1,0,0,23904,3362,3234,1761,16.99
1809,0.001,1,0,38,199,149,391,424,9.99
1810,0.001,1,0,129,319,283,0,0,18.99
1811,0.001,1,0,34,196,108,0,0,6.99
1812,0.001,1,0,28,1292,556,87,87,18.99
1813,0.001,1,0,33,4506,962,243,248,24.99
1814,0.001,1,0,44,9694,405,682,491,9.29
1815,0.001,1,16,50,8793,1473,288,320,14.99
1816,0.001,1,0,183,6865,3424,450,254,0.0
1817,0.001,1,18,45,110460,8881,2417,1127,15.49
1818,0.001,1,0,59,503,101,111,111,10.99
1819,0.001,1,0,8,3398,241,205,274,3.99
1820,0.001,1,0,34,1102,266,286,286,14.99
1821,0.001,1,0,58,22048,4418,3846,5410,15.49
1822,0.001,1,0,0,2760,743,98,120,14.99
1823,0.001,1,0,36,24653,2820,1209,825,14.99
1824,0.001,1,16,0,234,97,0,0,6.99
1825,0.001,1,0,21,2601,578,112,123,3.99
1826,0.001,1,0,35,436,88,373,455,10.99
1827,0.001,1,0,31,1352,136,168,250,26.99
1828,0.001,1,0,18,448,72,0,0,10.99
1829,0.001,1,0,38,155,42,217,217,4.99
1830,0.001,1,0,0,282,80,466,782,16.99
1831,0.001,1,0,12,1191,272,166,198,4.99
1832,0.001,1,0,0,15159,7383,1176,1343,25.99
1833,0.001,1,0,52,618,185,135,225,6.99
1834,0.001,1,0,105,2511,415,137,176,18.99
1835,0.001,1,0,41,1843,943,731,731,14.99
1836,0.001,1,0,100,1274,431,430,686,29.99
1837,0.001,1,0,23,3559,271,325,405,14.99
1838,0.001,1,0,40,850,660,13,13,20.99
1839,0.001,1,0,89,736,668,37,37,0.0
1840,0.001,1,0,52,389,181,175,175,3.99
1841,0.001,1,0,50,202,120,193,193,3.99
1842,0.001,1,0,34,5377,827,353,419,26.99
1843,0.001,1,0,709,15277,2337,3107,5267,15.49
1844,0.001,1,0,0,169,61,0,0,9.99
1845,0.001,1,0,34,521,102,0,0,12.99
1846,0.001,1,0,490,11389,2025,4678,6473,19.99
1847,0.001,1,0,11,807,418,139,158,0.0
1848,0.001,1,0,0,158,75,81,81,6.99
1849,0.001,1,0,0,2774,479,77,87,6.99
1850,0.001,1,0,14,1418,268,238,272,3.99
1851,0.001,1,0,40,91,19,0,0,14.99
1852,0.001,1,0,0,1852,772,2957,2998,10.99
1853,0.001,1,0,30,493,107,0,0,9.99
1854,0.001,1,0,0,16,2,0,0,60.99
1855,0.001,1,0,27,60221,9609,3739,1147,15.49
1856,0.001,1,0,37,3032,306,242,423,5.49
1857,0.001,1,0,31,136,39,0,0,6.49
1858,0.001,1,0,0,788,218,130,130,10.99
1859,0.001,1,0,33,7235,3754,8180,64,0.0
1860,0.001,1,0,7,123,33,0,0,5.59
1861,0.001,1,0,54,94,106,0,0,17.99
1862,0.001,1,0,16,14298,838,347,276,6.99
1863,0.001,1,0,58,3677,650,185,262,14.99
1864,0.001,1,0,44,102,76,0,0,15.49
1865,0.001,1,0,65,321,509,577,577,7.49
1866,0.001,1,0,0,836,106,100,158,4.79
1867,0.001,1,0,0,82,36,0,0,0.0
1868,0.001,1,0,0,71,23,0,0,0.0
1869,0.001,1,0,0,460,41,0,0,6.99
1870,0.001,1,0,42,4492,1596,752,1170,18.99
1871,0.001,1,0,0,1141,615,418,480,16.99
1872,0.001,1,0,70,7878,2482,292,364,14.99
1873,0.001,1,0,0,412,348,46,46,9.99
1874,0.001,1,0,0,741,3134,228,228,6.99
1875,0.001,1,0,28,1094,449,56,67,14.99
1876,0.001,1,0,72,5101,182,225,253,6.99
1877,0.001,1,18,33,2280,347,175,185,14.99
1878,0.001,1,0,199,20081,1419,585,480,11.99
1879,0.001,1,0,19,268,156,6,6,6.99
1880,0.001,1,0,0,1560,756,97,118,8.99
1881,0.001,1,0,81,29,50,0,0,4.99
1882,0.001,1,0,0,66,159,3,3,6.19
1883,0.001,1,0,45,1013,298,506,674,14.99
1884,0.001,1,0,13,31,46,0,0,6.99
1885,0.001,1,0,0,14,4,0,0,0.0
1886,0.001,1,0,10,857,78,11,11,5.59
1887,0.001,1,0,0,26,58,1,1,6.99
1888,0.001,1,0,85,6753,580,589,580,9.99
1889,0.001,1,0,9,113,10,0,0,6.99
1890,0.001,1,0,14,76,292,0,0,22.99
1891,0.001,1,0,17,267,52,99,99,3.99
1892,0.001,1,0,0,142,62,0,0,7.19
1893,0.001,1,0,237,2975,986,332,531,5.19
1894,0.001,1,0,52,4232,235,381,501,6.99
1895,0.001,1,0,44,14162,533,326,290,10.99
1896,0.001,1,0,19,615,67,130,130,5.59
1897,0.001,1,0,20,1698,387,231,307,6.99
1898,0.001,1,0,10,328,114,0,0,6.99
1899,0.001,1,16,0,1000,195,15,16,8.29
1900,0.001,1,18,60,2038,916,318,368,19.99
1901,0.001,1,0,0,7456,10167,257,291,6.99
1902,0.001,1,0,20,152,221,281,281,6.99
1903,0.001,1,16,45,954,2861,182,306,10.99
1904,0.001,1,0,0,616,71,0,0,69.99
1905,0.001,1,16,20,275,41,228,228,4.99
1906,0.001,1,0,0,39,37,0,0,9.99
1907,0.001,1,0,56,3549,163,259,231,10.99
1908,0.001,1,0,49,590,49,0,0,4.79
1909,0.001,1,0,0,241,135,96,96,7.19
1910,0.001,1,0,0,83,39,0,0,4.99
1911,0.001,1,0,75,6946,984,1891,3010,13.99
1912,0.001,1,0,13,364,188,130,130,6.99
1913,0.001,1,0,0,87,18,0,0,14.99
1914,0.001,1,0,17,659,227,288,371,10.99
1915,0.001,1,0,30,866,108,57,58,11.99
1916,0.001,1,0,24,11143,1563,130,42,0.0
1917,0.001,1,0,43,5834,349,366,483,14.99
1918,0.001,1,0,52,492,585,22,22,11.99
1919,0.001,1,0,52,783,248,84,108,2.79
1920,0.001,1,0,11,614,181,0,0,3.99
1921,0.001,1,0,15,22700,1589,946,610,6.99
1922,0.001,1,0,0,2947,319,906,1252,11.39
1923,0.001,1,0,33,7423,1046,648,295,8.99
1924,0.001,1,0,45,8797,691,4034,3514,14.99
1925,0.001,1,0,30,136,168,0,0,14.99
1926,0.001,1,16,50,2756,1144,412,589,10.99
1927,0.001,1,0,20,1120,126,86,86,2.79
1928,0.001,1,0,12,273,131,298,356,1.69
1929,0.001,1,0,0,226,98,0,0,6.99
1930,0.001,1,0,0,176,190,38,38,12.49
1931,0.001,1,0,36,1581,258,449,665,6.99
1932,0.001,1,0,50,41,33,112,138,1.99
1933,0.001,1,0,45,1669,1050,174,232,26.99
1934,0.001,1,0,29,1685,138,57,98,3.99
1935,0.001,1,0,40,1284,287,124,124,14.99
1936,0.001,1,0,0,20,26,0,0,14.99
1937,0.001,1,0,24,1804,621,241,407,10.99
1938,0.001,1,0,21,1516,63,151,256,6.99
1939,0.001,1,0,13,15,4,162,162,6.99
1940,0.001,1,0,29,1282,71,379,379,10.99
1941,0.001,1,0,30,5229,553,212,242,5.99
1942,0.001,1,0,24,4136,393,305,402,10.99
1943,0.001,1,16,35,21127,517,675,616,11.99
1944,0.001,1,0,11,3706,1444,625,1054,7.19
1945,0.001,1,0,18,946,132,507,570,6.99
1946,0.001,1,0,43,12965,2751,333,256,10.99
1947,0.001,1,0,24,2822,1972,31,31,0.0
1948,0.001,1,0,57,840,286,158,298,6.99
1949,0.001,1,0,0,1691,93,270,261,2.09
1950,0.001,1,0,53,1485,252,29,29,9.99
1951,0.001,1,0,0,46,44,0,0,9.99
1952,0.001,1,0,60,1004,256,283,300,6.99
1953,0.001,1,0,45,961,430,321,391,6.99
1954,0.001,1,0,1,19476,1644,8,11,0.0
1955,0.001,1,0,10,3897,608,83,83,13.49
1956,0.001,1,0,45,268,62,416,416,5.59
1957,0.001,1,0,32,221,100,425,425,6.99
1958,0.001,1,0,10,340,143,72,72,19.99
1959,0.001,1,0,33,675,72,133,184,10.99
1960,0.001,1,12,0,10,44,0,0,6.99
1961,0.001,1,0,85,9334,332,501,611,18.99
1962,0.001,1,16,403,72830,1840,4583,3236,10.99
1963,0.001,1,0,0,19,25,0,0,13.49
1964,0.001,1,0,0,7949,1137,1702,2288,24.99
1965,0.001,1,0,74,757,98,0,0,23.79
1966,0.001,1,0,43,2656,197,188,249,11.39
1967,0.001,1,0,27,3413,318,3755,3755,12.99
1968,0.001,1,0,37,2538,974,450,872,15.49
1969,0.001,1,0,51,179,21,0,0,6.99
1970,0.001,1,0,50,307,87,252,252,7.19
1971,0.001,1,18,17,459,39,0,0,10.99
1972,0.001,1,0,23,1108,26,0,0,22.99
1973,0.001,1,0,0,130,99,208,208,9.99
1974,0.001,1,0,16,566,15,0,0,3.99
1975,0.001,1,0,17,78,107,0,0,6.99
1976,0.001,1,0,23,570,51,0,0,11.99
1977,0.001,1,0,15,76,114,0,0,0.0
1978,0.001,1,0,30,1906,125,337,340,10.99
1979,0.001,1,0,19,253,8,0,0,10.99
1980,0.001,1,0,15,44,7,0,0,6.99
1981,0.001,1,0,35,433,113,261,287,3.99
1982,0.001,1,0,43,60718,16905,2953,574,18.99
1983,0.001,1,0,12,919,155,0,0,3.99
1984,0.001,1,0,22,345,186,91,121,6.99
1985,0.001,1,0,23,176,148,141,223,3.99
1986,0.001,1,0,60,2075,215,951,1191,17.99
1987,0.001,1,16,0,409,55,48,48,3.99
1988,0.001,1,0,3,211,77,0,0,78.99
1989,0.001,1,0,16,546,27,0,0,5.99
1990,0.001,1,0,20,465,150,173,173,11.99
1991,0.001,1,16,85,2319,313,184,226,6.99
1992,0.001,1,0,13,349,264,693,1352,14.99
1993,0.001,1,0,32,217,69,135,201,6.99
1994,0.001,1,0,0,905,1300,10,10,0.0
1995,0.001,1,0,45,5656,305,350,397,6.99
1996,0.001,1,0,32,589,123,294,295,3.99
1997,0.001,1,0,77,1934,345,1234,2353,10.99
1998,0.001,1,0,0,38,272,108,108,4.99
1999,0.001,1,0,0,153,48,0,0,7.19
2000,0.001,1,0,24,63,16,0,0,11.39
2001,0.001,1,0,28,1870,105,249,249,10.99
2002,0.001,1,0,19,713,49,140,140,3.99
2003,0.001,1,0,39,262,63,152,152,3.99
2004,0.001,1,0,49,247,120,68,68,22.99
2005,0.001,1,0,0,462,463,19,19,17.98
2006,0.001,1,0,37,166,89,133,133,3.99
2007,0.001,1,0,3,173,89,3,3,10.99
2008,0.001,1,0,40,533,92,173,173,6.99
2009,0.001,1,0,21,4468,578,46,46,6.99
2010,0.001,1,0,29,1520,449,182,198,6.99
2011,0.001,1,0,0,68,43,0,0,14.99
2012,0.001,1,0,24,4095,311,169,250,6.99
2013,0.001,1,0,18,70,100,0,0,10.99
2014,0.001,1,0,34,967,758,833,833,22.99
2015,0.001,1,0,42,1667,437,1244,1244,14.99
2016,0.001,1,18,48,220370,53709,9352,2234,27.79
2017,0.001,1,0,0,2717,803,7999,7999,27.11
2018,0.001,1,0,17,515,67,0,0,7.19
2019,0.001,1,0,13,258,140,0,0,4.79
2020,0.001,1,0,72,3307,234,1139,1796,10.99
2021,0.001,1,0,15,1556,210,186,303,9.99
2022,0.001,1,0,24,2268,272,260,260,4.99
2023,0.001,1,0,0,377,100,43074,86148,29.99
2024,0.001,1,0,15,164,36,1,1,4.99
2025,0.001,1,0,0,95,35,0,0,1.99
2026,0.001,1,0,23,210,25,0,0,6.99
2027,0.001,1,0,16,217,94,0,0,6.99
2028,0.001,1,0,0,1989,212,1159,1446,19.49
2029,0.001,1,0,33,100,23,0,0,6.99
2030,0.001,1,0,0,63,349,44,44,2.09
2031,0.001,1,0,88,242561,21816,5825,1462,14.99
2032,0.001,1,0,24,100,31,0,0,6.99
2033,0.001,1,0,25,5258,343,172,219,6.99
2034,0.001,1,18,25,3446,246,229,229,7.19
2035,0.001,1,0,27,429,123,430,430,9.99
2036,0.001,1,0,37,14019,292,377,376,22.99
2037,0.001,1,0,0,5242,1719,644,1259,15.49
2038,0.001,1,0,20,598,82,432,432,10.99
2039,0.001,1,0,4,1505,517,248,248,10.99
2040,0.001,1,0,53,172,31,0,0,22.99
2041,0.001,1,0,0,233,128,198,383,7.19
2042,0.001,1,0,31,111,59,247,247,10.99
2043,0.001,1,0,0,221,236,0,0,4.99
2044,0.001,1,0,31,4478,1831,192,263,2.79
2045,0.001,1,0,0,495,277,3,3,0.0
2046,0.001,1,0,121,459,560,273,273,0.0
2047,0.001,1,0,0,50,83,8,8,3.99
2048,0.001,1,0,69,371,137,48,78,6.99
2049,0.001,1,0,0,33,12,0,0,75.99
2050,0.001,1,0,12,337,94,132,132,7.19
2051,0.001,1,0,159,11440,15403,163,29,0.0
2052,0.001,1,0,25,1398,70,454,482,6.99
2053,0.001,1,0,0,313,552,47,47,7.19
2054,0.001,1,0,10,168,36,495,495,5.59
2055,0.001,1,0,65,1704,160,309,416,14.99
2056,0.001,1,0,0,110,87,255,267,3.99
2057,0.001,1,0,0,320,117,342,332,4.99
2058,0.001,1,0,0,2341,515,239,257,4.99
2059,0.001,1,0,0,194,111,297,273,3.99
2060,0.001,1,0,0,4076,1139,213,227,3.99
2061,0.001,1,0,0,467,316,254,291,4.99
2062,0.001,1,0,0,247,196,290,303,3.99
2063,0.001,1,0,86,1775,622,2902,2902,9.99
2064,0.001,1,0,1448,264,102,244,244,0.0
2065,0.001,1,0,0,946,122,0,0,14.99
2066,0.001,1,0,20,2295,253,1047,1047,5.19
2067,0.001,1,0,19,685,55,0,0,4.99
2068,0.001,1,0,19,263,66,0,0,6.99
2069,0.001,1,0,0,222,244,0,0,22.99
2070,0.001,1,16,12,11260,2172,1073,938,14.99
2071,0.001,1,0,0,57,10,0,0,3.99
2072,0.001,1,0,0,99,18,0,0,3.99
2073,0.001,1,0,0,8,13,0,0,3.99
2074,0.001,1,0,0,101,10,0,0,4.79
2075,0.001,1,0,0,27,7,0,0,1.59
2076,0.001,1,0,0,572,65,39,39,8.99
2077,0.001,1,16,17,1349,816,173,256,10.99
2078,0.001,1,0,60,4969,1610,228,417,24.99
2079,0.001,1,0,47,158,82,0,0,6.99
2080,0.001,1,0,25,695,259,232,427,6.99
2081,0.001,1,0,18,1022,142,280,487,5.99
2082,0.001,1,0,18,767,162,186,221,11.99
2083,0.001,1,0,16,300,9,0,0,6.99
2084,0.001,1,0,42,474,251,195,201,6.99
2085,0.001,1,0,27,968,53,0,0,10.99
2086,0.001,1,0,35,1768,2225,1986,1986,6.99
2087,0.001,1,0,97,67553,6005,3225,444,22.99
2088,0.001,1,0,15,437,47,221,237,6.99
2089,0.001,1,0,0,63,74,1,1,4.79
2090,0.001,1,0,0,77,13,2,2,4.79
2091,0.001,1,0,24,316,374,269,269,14.99
2092,0.001,1,0,18,227,135,0,0,29.99
2093,0.001,1,0,50,127,45,0,0,6.99
2094,0.001,1,0,45,2213,1307,116,122,15.99
2095,0.001,1,0,0,9980,747,605,818,12.49
2096,0.001,1,0,50,557,315,0,0,24.99
2097,0.001,1,0,48,647,183,0,0,7.19
2098,0.001,1,0,43,202,217,309,309,7.19
2099,0.001,1,0,33,383,42,283,302,10.99
2100,0.001,1,0,0,888,127,187,187,15.49
2101,0.001,1,0,36,409,388,270,283,9.99
2102,0.001,1,0,15,428,108,107,124,6.99
2103,0.001,1,0,42,928,163,6704,6704,10.99
2104,0.001,1,0,0,77,39,0,0,7.99
2105,0.001,1,0,0,61,4,3,3,4.79
2106,0.001,1,0,93,2600,423,1163,1690,14.99
2107,0.001,1,0,40,17237,785,230,186,29.99
2108,0.001,1,0,23,134,152,0,0,0.79
2109,0.001,1,0,0,190,54,0,0,4.79
2110,0.001,1,0,40,609,102,1,1,14.99
2111,0.001,1,0,0,805,117,49,63,0.0
2112,0.001,1,0,0,2619,690,153,170,0.0
2113,0.001,1,0,29,2489,497,207,286,6.99
2114,0.001,1,0,48,49,34,0,0,7.19
2115,0.001,1,0,29,337,46,0,0,4.99
2116,0.001,1,0,21,447,259,74,112,6.99
2117,0.001,1,0,23,11027,721,275,354,14.99
2118,0.001,1,0,0,44,14,0,0,6.99
2119,0.001,1,18,40,388,92,392,392,14.99
2120,0.001,1,0,35,574,99,194,194,3.99
2121,0.001,1,0,175,593,112,231,402,3.99
2122,0.001,1,0,43,536,268,134,188,2.99
2123,0.001,1,0,0,40,11,0,0,4.99
2124,0.001,1,0,49,214,147,380,380,6.99
2125,0.001,1,18,28,990,2101,81,81,7.99
2126,0.001,1,0,0,187,143,231,245,4.99
2127,0.001,1,0,12,437,277,773,773,6.99
2128,0.001,1,0,14,6917,849,185,217,14.99
2129,0.001,1,0,12,318,107,0,0,6.99
2130,0.001,1,0,0,830,253,330,330,6.99
2131,0.001,1,0,0,264,320,967,967,14.99
2132,0.001,1,0,12,1123,281,0,0,3.99
2133,0.001,1,0,50,241,69,529,579,9.99
2134,0.001,1,0,20,241,168,125,125,3.99
2135,0.001,1,0,46,4997,1407,152,196,14.99
2136,0.001,1,0,0,594,267,152,183,0.0
2137,0.001,1,0,0,1208,113,74,74,26.99
2138,0.001,1,0,20,12261,1099,431,223,0.0
2139,0.001,1,0,0,243,65,82,155,4.49
2140,0.001,1,0,0,199,304,86,86,6.99
2141,0.001,1,0,0,149,103,6,6,4.99
2142,0.001,1,0,0,146,174,282,273,3.99
2143,0.001,1,0,0,139,108,326,301,4.99
2144,0.001,1,0,27,483,144,504,504,2.79
2145,0.001,1,0,29,234,28,82,82,3.99
2146,0.001,1,0,0,112,63,0,0,8.99
2147,0.001,1,0,63,55,25,206,206,4.79
2148,0.001,1,0,76,415,75,346,352,7.19
2149,0.001,1,0,38,2936,237,306,475,4.79
2150,0.001,1,0,0,642,210,195,195,14.99
2151,0.001,1,0,19,709,147,139,139,5.99
2152,0.001,1,0,0,231,231,204,204,3.99
